NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
NJEQ,"59,352","91,903","57,519",,,,,4,,
GNHM,,"11,617","91,607","59,914",,,,8,,
QRQX,"33,884","46,333","50,781","35,176","61,033",,,,3,
VINQ,"100,998","71,849","56,906",,,,,1,,
SZUV,"46,631","47,078","48,338","60,529","60,215",,,9,,
IUGB,,"63,612","141,475","116,884","59,513",,,4,,
TOQW, -   ,"71,536","148,178","86,834","59,208",,,,6,
ALON,"64,652","106,857","54,709",,,,,1,,
KVQQ, -   , -   ,"35,343","29,950","58,397",,,22,23,
HKIC,,"73,029","35,501","16,616","58,100",,,4,5,
GDTU,"729,504","712,938","54,335",,,,,,3,
KMRH, -   ,"4,526","1,974","56,892",,,,5,,
SDQT,"88,933","380,681","13,203","56,281",,,,,2,
MRFV,"6,157","48,060","119,643","74,135","56,753",,,6,,
UYTY,,"35,510","71,331","55,358",,,,3,,
JPFU,,400,"33,228","54,030","56,076",,,11,10,
EOZF,129,853,409,"1,907","56,023",,,3,,
WIBT,"142,504","84,905","92,177","112,205","55,837",,,7,,
RJZJ,"51,857","51,390","51,388",,,,,,24,
WJYB,"53,629","187,331","34,665","50,362","54,824",,,12,,
AXEP,"33,153","69,822","55,533","53,764",,,,,9,
FGLY,,"37,923","42,972","46,147","54,739",,,1,,
LGLU,"132,899","187,189","158,066","68,553","53,839",,,3,,
WBSD,"25,143","50,617","37,836","49,083","53,174",,,23,22,
OCCL,"60,055","61,139","51,754","51,984",,,,,1,
TEIJ,"6,264","46,653","57,858","95,851","52,607",,,4,,
GJXN,"67,670","95,939","112,759","149,659","52,279",,,1,,
OIJL,"28,000","91,441","91,528","73,598","49,879",,,3,4,
BZCA,,"6,828","25,978","76,408","49,799",,,5,,
EVVE,"42,863","142,588","45,451","43,791","49,589",,,3,,
TDJT,"47,816","48,307","32,130","48,432",,,,,6,
JXVN, -   ,"3,537","17,639","39,115","49,207",,,,3,
EVDI,"67,218","78,226","56,754","36,301","49,084",,,2,,
QWFR,"87,941","67,887","28,034","60,511","48,950",,,3,,
CROF,"74,359","83,342","34,072","46,801",,,,6,,
IHUK,"13,362","31,520","42,419","44,326","47,144",,,3,,
HRIM,"321,138","317,584","50,752","230,533","46,601",,,19,,
OYMX,"150,502","89,879","41,844","47,784","46,494",72,115,135,,
PLZV, -   ,800,"28,215","40,251","45,887",,,4,3,
BLJN,"67,769","101,581","10,156","2,513","45,623",,,6,,
QZJS,1,"11,021","35,000","26,037","45,482",,,3,,
AQJH,"14,657","1,770","6,352","15,709","45,020",,,5,,
MVWC,"113,226","59,760","4,570", -   ,"44,609",,,,1,
LJZP,,"30,155","40,625","55,176","43,494",,,,8,
TNUS,"35,937","58,000","40,001",,,,,2,,
MGJK,"50,290","93,313","276,279","255,785","42,486",60,55,55,59,
IQAM,"47,996","40,262","93,875","124,136","41,982",,,3,,
SAOC,"11,989","20,129","41,474","41,013",,,,3,,
JJCJ,,"26,001","33,561","20,176","41,541",,,4,,
XUMU,"101,723","47,457","42,989","45,732","41,003",,,3,,
NUXE,"38,628","67,239","37,888","6,869","40,848",,,1,,
YUPZ,"53,726","55,862","38,004",,,,,1,,
WDYF,"4,965,049","4,619,793","1,122,153","310,853","40,452",,39,45,32,
HSAU,"15,595","14,751","18,450","22,665","39,834",,,1,,
QEKV,, -   ,"18,216","23,097","40,222",,,2,,
QQKF,"6,151","5,503","8,226","22,110","39,033",,,1,,
CIVN,,"18,307","30,257","10,619","39,028",,,12,,
AGCN,,"5,503","5,586","9,045","38,729",,,8,8,
KHIY,, -   ,"7,562","38,937","37,770",,,3,2,
ZXEH,,170,"34,807",,,,,3,,
SDTI,,"28,319","44,602","31,457","37,012",,,4,,
VOFP,,"44,106","80,793","35,454",,,,24,,
HPWB,"575,025","679,769","354,031","60,621","35,991",,,10,,
YGNQ,,"2,045","16,361","38,346","35,790",,,12,,
EMIH, -   ,"54,971","76,627","66,956","35,640",,,4,,
YLVJ,"15,000","20,703","123,691","217,478","35,339",,,5,,
QCTW,"31,853","193,440","32,503",,,,,4,,
PQWX,,"7,240","31,177","16,945","34,556",,,9,,
IABK,,"32,427","36,994","24,438","34,386",,,4,4,
CCLI,, -   ,"32,000",,,,,1,,
DKLI,1,"52,966","46,238","68,395","34,000",,,2,,
LYRO,, -   ,"40,001","9,237","33,845",,,2,,
LWIH,"10,145","15,373","31,514",,,,,3,,
LCWL,"38,282","56,009","54,328","71,461","33,436",,,3,,
PJYX,,"35,701","19,361","32,522",,,,1,,
YCVK,"40,302","14,346","402,260","32,507",,,,,17,
JHJX,, -   ,"12,619","27,876","33,004",,,8,,
KHCV,22,"60,481","31,897","32,089",,,,3,,
DTGC, -   , -   ,"30,468","32,060",,,,1,,
CVBK,"10,332","20,389","36,527","51,852","32,562",,,1,2,
USBW,"18,202","99,120","78,369","31,851",,,,4,,
MIFJ,"68,517","58,776","18,680","44,943","31,785",,,,2,
QVSB,"145,621","139,480","108,989","57,720","31,755",,,7,,
JOIK,"7,038,643","9,260,438","8,960,462","5,671,528","31,566",,48,61,70,
RUDM,"13,396","38,010","44,689","40,044","31,430",,,1,,
DTPG,,"21,502","233,045","246,130","31,381",,,10,,
ESYD,,"10,261","29,372",,,,,1,,
AAOO,"40,418","35,409","52,993","50,146","30,727",,,1,,
ULVH,"255,600","332,510","12,353","49,855","30,537",,,9,,
BFBF,,"16,629","21,531","39,645","30,533",,,3,2,
IEME,,585,"2,851","9,389","30,339",,,3,,
HBWB,,"9,920","10,445","216,435","30,205",,,1,,
BRLK,"37,926","3,850","5,192","29,309",,,,2,,
ULFT,"74,087","31,040","31,674","28,741",,10,442,518,583,
YQDA,"10,061","241,447","97,722","28,252",,,,1,,
OGFX,"10,000","18,016","21,455","37,914","28,752",,,3,2,
OIQW,,"8,914","86,429","223,014","28,489",,,13,,
EDUO,,"2,685","55,416","27,041",,,,7,,
UOBF,"74,477","78,878","25,532",,,,,7,,
OHNV,"1,379", -   ,"23,456","26,523",,,,13,,
JLTP, -   ,"7,464","24,579",,,,,2,,
IWPP,, -   ,"28,721","1,634","26,222",,,4,,
AAOQ,"17,500","52,187","23,009","16,829","25,256",,,2,,
LKOC,"23,090","25,053","18,918","24,541","25,053",,,3,,
NLEQ,"304,252","78,929","28,114","33,396","24,740",,,4,,
PAEK,,"13,641","22,282",,,,,,1,
CVPX,"551,935","138,547","16,667", -   ,"23,547",,,,29,
PGBX,"363,449",660,914,"66,532","23,420",,,6,,
BNXZ,"28,894","12,021",401,"2,561","22,341",,,,3,
NHZM,"1,547","13,425","27,896","30,470","22,235",,,1,,
YOMC,,"17,243","18,485","13,956","21,879",,,5,,
LPTN, -   ,"21,351","294,833","292,561","21,595",,,4,,
NHYU,"10,914","33,020","3,102","12,161","21,556",,,3,,
RDNG, -   , -   ,"20,012",,,,,16,,
JIPF,"47,797","59,695","109,916","13,401","21,210",,,2,,
XMDL,"7,887","16,511","19,991",,,,,4,,
HLFH,, -   , -   ,302,"20,074",,,4,,
SGHZ,"56,848","49,748","10,000","14,160","20,000",71,88,95,92,
PGBW,"26,453","26,453","21,279","19,948","19,947",,,,3,
PEKG,,900,"93,099","18,463",,,,6,,
KULP,"52,309","79,091","83,035","38,085","18,710",,,8,,
ZQGW,"11,694","12,020","27,427","6,262","18,628",,,2,,
FYSA,"13,670","30,513","3,025","18,232",,,,3,,
PXFA,691,"15,787","9,712","18,099",,,,2,3,
GXCW,"20,000","23,175","11,176","32,079","18,357",,,5,,
TYSC,"5,421","9,905","4,875","17,688",,,,3,,
BBNQ,"2,421,730","3,570,195","605,693","17,610",,,152,186,200,
PQSY,"4,501","4,803","8,042","12,822","17,567",,,1,,
ZHJV,,2,"2,521",369,"17,481",,,3,,
PORS,"455,646","414,135","119,643","16,872",,,,4,,
EBPZ,,814,"9,830","16,833",,,,4,,
GUQO,"11,098","117,280","126,696","114,494","16,933",,,5,,
SRSS,"13,210","11,793","6,137","16,194",,,,1,,
SIRI,,"5,833", -   ,"7,538","16,323",,,3,,
YQBX,"2,725", -   ,214,"15,809",,,,2,,
TMZE,"16,052","16,052","16,050","16,112","16,050",,,,20,
NQHW,"26,310","30,373","36,701","15,188",,,,4,,
GHCH, -   ,"123,265","24,752","15,093",,,,6,,
MSAH,"5,736","33,067","10,869","12,074","15,254",,,8,,
FELF,,5,631,"2,260","14,981",,,1,,
MNQO,"61,061","73,113","58,799","30,677","14,827",,,2,,
WBQA, -   ,"19,139",70,1,"14,645",,,2,,
BOXJ,"66,414", -   , -   ,166,"14,496",,,10,,
QVJX,,"15,097","13,511",,,,,,16,
BGZQ,,"9,203","23,008","17,895","14,316",,,8,,
NTGH,"19,083,655","25,709,344","29,737,737","14,037",,134,153,162,171,
RCPI,"3,722",67,167,"4,600","14,260",,,4,2,
BQSW, -   ,3,"136,859","139,217","14,127",,,,14,
AHJQ,"12,138","9,745","13,108",,,,,2,,
WNGB,, -   ,"13,080",,,,,3,,
ATMB,"6,551","18,451","47,784","13,540",,,,13,6,
RUDI,,"8,235","18,427","14,104","13,799",,,3,3,
MXAT,"163,062","234,858","107,858", -   ,"13,788",,,,1,
LXJX,,330,"5,992","25,125","13,180",,,,5,
BSWB,"17,489","17,874","88,983","56,514","12,947",,,1,,
XJDZ,"96,695","90,027","58,495","61,810","12,801",,,11,,
QADQ,"344,300","231,098","150,832","60,331","12,782",,,9,,
HYBE,, -   ,"83,687","80,703","12,774",,,,5,
TBLJ,"1,355,114","711,168","483,424","65,730","12,707",,,18,,
JACP,261,"9,400","12,403",,,,,,6,
PUBD,"37,964","1,591","11,749",,,,,6,,
ANEI,"48,226","98,121","30,703","11,860","12,123",,,1,,
IZSJ,"25,022","54,147","20,312","241,205","11,963",,,3,,
HTOW,"1,671","13,283","18,707","101,966","11,358",,,2,,
SQZB,"4,618","3,579","6,647","6,647","11,248",,,4,,
ZAVJ,, -   , -   ,"14,827","11,248",,,5,,
NARQ,, -   ,"8,868","10,938",,,,5,,
BAFJ,"112,600","63,502","48,039","29,950","10,747",,,,8,
AHFK,,1,"5,304","10,525",,,,,14,
HQEZ,"10,000","15,003","10,004",,,,,2,,
AAQE,"5,000","22,728","1,702","16,687","10,676",,,2,,
SZQV,,6,9,"3,074","10,628",,,19,,
NUUX,"44,412","18,702","14,743","20,713","10,526",,,4,,
UNTY,"24,959","61,929","10,090", -   ,"10,450",,,4,,
CXGH,"2,296","7,526","8,889","11,251","10,388",,,2,,
ZPNH,,2,"12,030","9,885",,,,3,,
CVAN,"4,497","6,367","7,317","7,451","9,989",,,2,,
PGFB, -   , -   ,"12,900","30,750","9,328",,,1,,
NUYS,"11,966","10,486","19,784","11,312","9,000",,,5,2,
CPPZ,,"96,107","84,674","55,992","8,998",,,3,,
JXEC,"111,436","104,062","39,606","36,069","8,736",,,5,,
VWAZ,"105,002","30,146","59,889","41,609","8,685",,,5,,
XBPV,"15,081","30,453","62,529","32,568","8,600",,,3,,
ILOJ,"59,610","25,790","27,688","26,163","8,264",,,5,,
HQGV, -   ,"3,897","3,486","8,577","7,971",,,1,,
LCFE,"2,634","6,110","7,116",591,"7,816",,,1,,
CUGN,"31,278","18,709","25,289","1,206","7,604",,,,8,
LQKN,287,343,592,"6,989",,,,2,,
ZUDQ,"47,933","16,884","5,933","7,281","7,092",,,3,,
MIGU, -   , -   ,406,"6,332",,,,4,,
GWLV,,"8,076","30,128","31,263","6,428",,,2,,
RAAB,"23,705","16,408",170,"6,147",,,,2,,
XCAD,,"38,937","93,301","90,954","6,238",,,7,,
UQBD,,"29,727","9,588","22,879","6,199",,,3,,
HQCF,"5,644","16,361","19,941","9,203","6,135",,,7,4,
AEVU,"4,379","16,508", -   , -   ,"6,083",,,2,,
LOTY, -   ,427,"16,534", -   ,"6,000",,,2,,
XIZD,"9,078","9,038","5,320",,,,,2,,
VDXB,"7,754","25,870","47,575","74,278","5,455",,,5,,
ILXQ,,"106,679","7,417","5,119",,,,,3,
UGYV,"3,104","54,920","1,663","5,000",,,,3,,
UAFF,,1,"10,001","5,001","5,000",,,9,,
MSYA,"85,438","61,471","38,667","74,534","4,800",,,9,,
AIHX,,"3,312","2,532","4,739","4,760",,,1,,
ASFF,"10,000","14,415","8,947","4,158",,,,5,,
TSEU,"3,729","28,684","12,812","7,426","4,080",,,5,,
LOXJ,"6,555","6,642","3,729",,,,,1,,
ZBKB,"20,765","14,319","3,646",,,,,5,,
EXLS,"1,260","5,152",386,"3,790",,,,5,,
GSPA,,"2,405","2,976","3,654",,,,3,,
TYWN,, -   ,"4,530","19,328","3,662",,,3,,
MCLQ,,679,"2,205","3,208","3,609",,,1,,
YYON, -   , -   , -   , -   ,"3,579",,,5,,
BWIC, -   ,"6,135", -   , -   ,"3,579",,,10,,
IEGO,,"4,080","8,700","10,368","3,500",,,1,,
IJJA,"3,798","65,783","27,520","6,007","3,336",,,9,,
UZPV,,"3,397","4,433","3,082",,,,1,,
MJGL,"17,959","4,602","1,534","1,534","3,068",,,2,,
TBNA,,147,"10,089","28,765","2,860",,,5,,
LTZU,"19,835","71,334","77,287","2,660",,,,2,,
KZLU,"15,730","10,842","12,394","15,412","2,695",,,2,,
YFEH,,"19,564","2,449",,,,,3,,
AUUZ,, -   , -   ,1,"2,554",,,3,,
VKCW,"5,421", -   ,"2,539","2,513","2,433",,,,8,
YTZH,,1,"5,562","2,321",,,,2,,
KTNF, -   ,"2,201","5,484","1,407","2,332",,46,,,
SCDX,, -   , -   , -   ,"2,332",,,,26,
AHVM,"167,024","235,298","30,062", -   ,"2,230",,,,16,
QXAH,, -   ,"50,002",8,"2,209",,,,21,
JACW, -   , -   , -   ,"259,999","2,129",,,2,,
DMYS,,"10,600","24,947","4,331","2,057",,,5,5,
DLPR,"14,043","32,787","28,730","14,418","1,992",,,4,,
JQQT,"24,442","2,250","1,812",,,,,,2,
NIVH,"35,000","42,181","627,681","663,878","1,933",,,3,,
SNPF,"4,174","57,875","6,932","11,418","1,880",,,6,,
NPPT,"77,897",91, -   , -   ,"1,774",662,661,651,,
GLMT,, -   ,"1,534",,,,,1,,
PSLS,"69,887","274,361","127,386","72,232","1,519",,,3,,
SADL, -   , -   ,"3,067", -   ,"1,481",,,1,,
KHDC, -   ,"1,989","6,910","1,147","1,355",,,1,,
BZGV,"1,561","52,427","35,498","10,115","1,242",,,3,3,
ROPD,"3,962","38,409", -   ,"20,603","1,217",,,7,,
ERUE,101,99, -   , -   ,"1,208",,,3,,
ZFLT,"4,950","289,197","81,358","1,169",,,,5,,
QNKW, -   ,"1,640","2,479","1,368","1,149",,,1,,
PECG,"1,525","9,300","1,253",270,"1,112",,,3,,
XXVR,"15,907","27,609","26,587","19,940","1,023",,,2,,
SOER,,1,"2,413","1,003",,,,,5,
SHNE, -   ,885,"1,290",916,,,,2,,
ZQZN,128,"3,372",654,,,,1,,,
ABWX,"1,440",666,576,576,,,,3,,
LUER,"5,644","3,579","2,556","5,113",511,,,14,,
QCVS,"2,502","2,311", -   ,"78,794",507,36,35,35,,
IUYP,,"25,514","12,600","401,765",389,,,5,,
CSLB,,"5,938",360,,,,,1,,
ZGCH,600,432,317,,,,,,3,
SLZL,"764,952","111,376",305,,,,,,13,
BTYR, -   , -   ,"3,724", -   ,183,,,1,,
ZJJS,,"48,818","96,075","98,900",145,,,1,,
SJLU,"60,471","8,584","5,484",603,101,,,,6,
EZPH,, -   ,9,"36,488",82,,,4,,
ZOEY,,74,"34,111",39,,,,1,,
PXTU,, -   ,11,"1,467",24,,,1,,
IUSA,, -   ,17,,,,,2,,
DWUA,, -   ,10,,,,,4,,
RAJO,"2,656", -   ,4,,,,,1,,
QOPV,, -   ,2,,,,,2,,
LHSD, -   ,"448,785",1,"1,335",2,,1,1,,
ZEZQ,"22,379","13,684","3,884",5,2,,,4,,
VNUV,"95,623","76,742","95,621","77,392",2,,26,32,33,
USGW,1, -   , -   , -   ,1,51,51,53,,
UPBA,"153,895","84,758","41,619","4,004",1,,,2,,
BUJX,"153,895","84,758","41,619","4,004",1,,,2,,
OHOQ,"1,695","3,213","3,833", -   , -   ,270,270,267,,
FOVK,, -   ,62, -   , -   ,,,4,,
KXCR,"85,164","79,231","64,180","46,217", -   ,,,1,,
KPIF,"57,927","1,313","6,642",246, -   ,,,4,,
DPXH,, -   ,"19,396",1, -   ,,,1,,
TSUA,, -   , -   ,,,31,42,59,100,
TAUA,"24,733","3,208","1,800", -   , -   ,,,2,,
ZXJP,,32,1,"4,293", -   ,,,5,,
IJEZ,,1,1, -   ,,,1,,,
RWVY,"1,026", -   , -   , -   ,,,,3,,
ENVV, -   , -   , -   , -   , -   ,,,3,,
OSJH, -   , -   , -   , -   , -   ,,,13,,
CUYE, -   ,511, -   , -   , -   ,,,,6,
RQCB,"1,026","1,023","69,025","12,782", -   ,,,1,,
DGUA,"422,293","654,436","785,349","279,157", -   ,,,9,,
CVKV, -   ,"5,790","11,236",136, -   ,,,2,,
PAEV,"12,877","58,758","80,950","99,403", -   ,,,3,,
NNVR,,"71,376","198,713", -   ,,,,17,,
FZPU,,"8,140","31,879", -   ,,,,7,,
MACT,"2,099,728","2,215,232","2,651,924","3,041,178", -   ,,54,70,75,
OVEK,"826,134","1,434,763","2,647,264", -   , -   ,,48,54,69,
VZDH,7, -   ,1, -   ,,,,2,,
LKMB, -   ,1, -   ,286, -   ,,,,22,
IEPF,"8,341","50,515","56,671","24,221", -   ,,,1,,
OZMZ,"22,729","40,720","346,629","5,126", -   ,,,3,,
KNNB,"615,861","67,244","1,523", -   , -   ,,,,5,
WVVM,"5,421", -   , -   , -   ,,,,4,,
MQDJ,"13,658",660,"2,945", -   , -   ,,,,1,
KLKW,"16,061,498","15,429,428","14,799,544","15,939,309", -   ,,96,94,124,
JVFK, -   , -   , -   , -   , -   ,,,,5,
QDVY,"219,049","321,802", -   , -   , -   ,,,10,,
DRZR,"17,459,514","20,449,052","19,451,670", -   , -   ,71,80,88,96,
HFLM, -   ,"67,134","32,093","-1,910", -   ,,,2,,
UMOY,"43,269","30,275","3,340", -   ,,,,6,,
UCED,"342,926","543,097","522,612","282,136", -   ,,,1,,
XJXK,"15,413",596,"36,735", -   , -   ,,,1,,
ZXFF,"75,609","244,411","159,149","114,251", -   ,,225,260,266,
GTIT,"2,525",815,"1,350", -   ,,,2,,,
XBPQ,"3,821","3,332","9,844", -   , -   ,,,,9,
CAQO,"404,999","158,052","299,064","-8,588",,,,,4,
HOUW,"16,799,604","12,111,351","-1,287,615",,,166,153,142,,
XPJN,"5,635,638","5,849,762","4,017,636",,,,33,29,31,
EMHZ,"7,586,749",,,,,,34,39,39,
RZQQ,,"1,737,445",,,,,,10,,
NHWY,"31,473","20,198",,,,,158,101,81,
EVPP,"685,888","926,787","4,060,325","1,561,615",,,,,5,
KQSL,"3,865,770",,,,,,65,67,66,
ONTO,"2,710,801",,"4,107,222",,,,116,110,98,
FPVV,"8,444,940","7,804,857",,,,,75,74,74,
FUUH,"54,489","132,776",,,,,98,87,71,
JLZG,"4,704,622","2,527,476","5,041,132","4,091,038",,,47,48,55,
OLFA,"1,203,616","1,481,632",,,,,,13,,
SPVG,"7,084,718","7,964,158",,,,,54,59,62,
FUKM,,,"1,251,790","10,870,542",,,41,48,54,
NVAJ,,"648,797",,,,,,13,,
JINO,"460,709",,,,,,,,2,
NYNF,"149,040",,,,,,,,9,
PTGB,,"9,855",,,,,,8,,
NBPW,,,522,,,,,2,,
KOAF,,"69,836","197,110","172,762",,,,1,,
ZDJG,"95,916",,,,,,,14,,
IHUY,,"2,229,321",,,,,,,28,
PGZY,,,"120,087","176,916",,,,4,,
SQAD,,,"1,263,454",,,,107,158,184,
TPWB,"516,649",,,,,,,16,,
AINL,"966,622","1,851,292",,,,,39,37,34,
TVYM,"1,500,369","2,412,813",,,,,,,18,
HKTA,"982,537",,,,,,,22,,
DVMY,,,"1,563,367",,,,23,32,41,
JDLK,,,,"1,583,517",,,,20,,
QEGB,"1,231,086",,,,,,53,54,55,
FQMM,"1,264,051",,,,,,11130,12145,12405,
ZLXO,"4,971,805","3,915,119","5,662,844",,,,443,499,503,
ARUH,"1,704,627","1,599,470","1,401,507","416,754",,,45,43,34,
VBOP,"2,528,446","2,343,995","2,630,452","2,774,814",,,,33,53,
KPUF,"65,166","44,992","25,565",511,,,,,4,
BJGI,"4,618","3,579","14,828","1,534",,,,2,,
HVAT,"561,642","588,100","486,914",,,,,,8,
ZTYQ,"996,880","1,125,470","1,277,606",,,,,15,,
DVRA,"1,895,899","1,843,191","1,540,237",,,,,16,,
KWNY,"1,679,561","1,318,213","1,541,060","2,214,723",,,,15,,
DJUY,,"389,868","344,245",,,,,11,,
CMXW,"4,018,531","4,675,448","5,391,213",,,,,17,,
VHGQ,,"938,315","1,429,985",,,,,11,,
EZZD,"66,430","72,219","138,921",,,,,,5,
PJQE,"336,840","349,720","970,402","747,397",,,,,14,
WTRY,,"454,627","1,045,108",,,,,22,,
TSRD,"603,337","523,922","5,131,554","5,545,348",,,,,15,
OPAL,,"300,933","303,465","240,229","352,695",,,10,,
LHBA,,"139,494","435,013",,,,,,15,
JAZR,,"163,126","84,535",,,,,7,,
RJMW,,"731,356","2,630,938",,,,,,29,
OEME,,"10,000","12,001",,,,,7,,
JFCK,, -   ,"107,937","391,826",,,,,25,
DACU,"1,762",954,201,,,,,25,,
XZUZ,"87,331,245","101,919,724",,,"142,566,785",,1664,1840,1764,
EAPU,"77,552,008","99,966,121",,,,132,200,321,382,
BABC,"89,330,834","90,208,332",,,,78,58,56,,
MXUH,,"87,035,460",,,,,711,845,1045,
RFMB,"1,071,407,105","1,715,177,319",,"67,997,486",,,,3,,
PJXQ,"67,688,926","66,954,784",,,,437,429,429,,
DPAS,"49,209,795","50,570,694",,,,222,209,202,,
NFHF,"28,915,608","40,487,432",,,,,,,25,
CILD,"3,350,849","22,608,763",,"32,226,000","29,116,000",,57,62,58,
SGYL,"6,040,683","23,190,378",,,,,,4,,
EKUD,"21,423,419","22,461,663",,,,446,434,445,,
IXKQ,"9,553,607","17,763,015",,,,,,,25,
JZXW,,"12,675,189",,,,44,54,58,67,
HPUP,"8,583,888","12,214,584",,,,,,131,92,
VAEQ,"5,113,598","8,985,758",,,,,18,21,33,
KGEK,"569,265","1,966,212",,"777,091","7,303,346",,,,5,
OBAJ,"2,014,212","5,807,863",,,,,,1,,
UNRG,,"815,810",,"2,287,484","5,087,496",,,18,,
ICWX,"5,706,857","4,185,927",,,,,,27,,
YFVA,"4,452,022","3,932,150",,,,,,,21,
BQFC,"1,732,000","3,912,000",,,,,,22,,
BTNA,"4,860,851","4,620,788",,"3,448,539",,59,57,54,,
TSNN,"1,885,979","2,507,064",,"2,763,209","3,477,310",62,70,67,61,
ROPF,"2,733,268","2,242,666",,"2,875,568","2,832,480",220,226,259,277,
LCPV,,"2,766,810",,,,,,2,,
YWRD,"2,590,279","2,762,614",,,,,,4,,
BVAY,"1,898,500","2,165,584",,,,,,13,,
UANQ,"1,304,047","1,838,984",,,,,,18,,
GKCJ,"292,010","547,222",,"1,850,078","1,710,502",,,,2,
LKXI,,"1,799,330",,,,,21,30,31,
SQDE,,"107,503",,"1,570,985",,,56,93,142,
LGIJ,"115,630","343,668",,"1,634,963","1,554,634",,,22,,
QJSO,"1,109,566","1,591,427",,,,,,2,,
RILH,"1,079,568","1,420,746",,,,,,16,,
UNDP,,"1,303,360",,,,,,1,,
GHKQ,"375,022","1,160,864",,,,,,,10,
OTNK,"488,802","425,012",,"640,011","1,076,809",,,11,,
WIMX,"400,741","454,107",,"800,606","969,228",,,,14,
OXRG,"474,590","693,717",,"817,457",,42,43,43,,
WAIJ,"1,108,845","1,104,950",,"867,683","777,591",113,114,99,99,
VBGO,"463,041","542,269",,"621,927",,,,5,,
WAND,"866,918","674,529",,,,,,,3,
DMIA,"640,475","651,792",,,,,,5,,
YMAO,"490,614","568,161",,,,,,13,,
DZNZ,"974,717","545,120",,,,,,,4,
JSYU,"151,128","536,139",,,,,,12,,
WLLM,"542,670","600,162",,,"460,182",,,6,6,
RATL,,"452,760",,,,,,7,,
AJYW,"286,740","404,794",,,,,,8,,
DSBI,"201,895","423,599",,,,,,14,,
ZUMB,"174,707","377,345",,,,20,25,37,51,
JLZX,,"376,296",,,,,,1,,
QLMI,"104,544","332,350",,"328,261","351,853",,,4,,
YZGW,"65,355","194,027",,"344,365",,,,17,,
